"Nome";"País";"Posição";"Clube";"Idade";"Salário";"Valor Venda";"Melhor Classificação";"Melhor Classificação Potencial";"ID Único"
"Profeta, Nicola";"Colômbia / Venezuela";"Def C, MD";"Patriotas Boyacá";"18";"1.280";"2.248.540";"60.0% (DC)";"70.3% (DC)";"2000172615"
"Provedel, Ivan";"Itália";"GR";"Lazio";"30";"30.670";"27.230.610";"78.7% (GR)";"80.3% (GR)";"43094150"
"Psica";"Brasil";"MD";"Independência";"31";"280";"1.680";"62.6% (M)";"64.4% (M)";"19340924"
"Puchalsky, Pablo";"Brasil";"MA EC, Av C";"Atlético Rioverdense";"16";"30";"0";"39.7% (Pnt)";"68.6% (PLR)";"2002161355"
"Pugote";"Brasil";"Def C";"Atlético Patrocinense";"25";"70";"0";"59.1% (DC)";"62.5% (DC)";"83253395"
"Puigmal, Arnau";"Espanha";"MA DC";"Almería";"23";"5.750";"11.084.070";"77.4% (Pnt)";"83.7% (Pnt)";"28116557"
"Pukki, Teemu";"Finlândia";"MA/Av C";"HJK";"34";"1.050";"4.130";"78.7% (PLR)";"78.7% (PLR)";"8507078"
"Pulgar, Erick";"Chile";"MD";"1. FC Köln";"30";"17.090";"3.409.180";"73.8% (M)";"77.3% (M)";"75030706"
"Pulido, Alan";"México";"MA/Av C";"Chivas";"33";"14.360";"52.050";"75.8% (PLR)";"75.8% (PLR)";"51012676"
"Pulisic, Christian";"E.U.A. / Croácia";"Ala D, MA DEC";"Milan";"26";"112.730";"238.196.420";"82.4% (Pnt)";"86.6% (Pnt)";"92074020"
"Pupinski, Udison";"Brasil";"MA D";"ASSU";"16";"30";"0";"44.8% (Pnt)";"68.2% (Pnt)";"2002159748"
"Purnata, Gatot";"Indonésia";"MD, M EC";"Bhayangkara";"16";"20";"80.950";"48.7% (Pnt)";"61.1% (Pnt)";"2002154321"
"Pustilnick, Vinícius";"Brasil";"Def/M E";"Corumbaense";"16";"30";"0";"39.5% (DL)";"63.1% (DL)";"2002160634"
"Puyol";"Brasil";"Def EC";"Brasil de Farroupilha";"29";"70";"0";"54.0% (DC)";"58.1% (DC)";"2002052245"
"Pyetro";"Brasil";"PL";"Arapongas";"20";"220";"0";"54.1% (PLR)";"61.3% (PLR)";"2000089257"
"Qazaishvili, Valeri";"Geórgia / E.U.A.";"MA DEC, Av C";"Shandong";"31";"14.690";"152.261.250";"73.1% (Pnt)";"75.1% (Pnt)";"59033608"
"Qi Tianyu";"China";"Def/Ala D, MD, M DC";"Shandong";"31";"2.010";"15.180";"62.9% (Pnt)";"64.5% (Pnt)";"23117590"
"Qi, Qiancheng";"China";"Def C";"Shandong";"20";"720";"2.774.040";"58.2% (DC)";"64.0% (DC)";"2002102059"
"Qing Jin";"China";"MA D";"Shandong";"23";"240";"0";"44.9% (Pnt)";"46.4% (Pnt)";"2000247096"
"Quadrado";"Brasil";"MA E";"Águia de Marabá";"29";"50";"0";"51.2% (Pnt)";"54.6% (Pnt)";"2002052349"
"Quadros, Adilso";"Brasil";"M DE";"Santo Amaro";"15";"20";"0";"44.0% (Pnt)";"57.9% (Pnt)";"2002129439"
"Quadros, Edson";"Brasil";"Def DC";"Zumbi";"16";"30";"0";"44.8% (DC)";"68.5% (DC)";"2002161168"
"Quadros, Flávio";"Brasil";"MA DC";"Boston City (MG)";"16";"40";"0";"50.2% (Pnt)";"70.0% (Pnt)";"2002159200"
"Quadros, Moacir";"Brasil";"MA D, PL";"Sousa";"16";"30";"0";"44.5% (PLR)";"69.2% (Pnt)";"2002157971"
"Quagliarella, Fabio";"Itália";"PL";"Bayer 04";"41";"5.080";"15.930";"79.1% (PLR)";"79.1% (PLR)";"6100739"
"Quaison, Robin";"Suécia / Gana";"MA EC, Av C";"Bahia";"31";"21.340";"164.185.650";"74.2% (Pnt)";"76.0% (Pnt)";"68015337"
"Quaresma";"Brasil";"Def E";"Avaí";"28";"2.090";"400";"71.4% (DL)";"73.9% (DL)";"19319456"
"Quartim, Elon";"Brasil";"MA C";"Nova Iguaçu";"16";"40";"0";"48.4% (MA)";"66.3% (MA)";"2002157908"
"Quartim, Ronaldo";"Brasil";"MA DC";"Novo Hamburgo";"16";"40";"0";"48.8% (Pnt)";"72.6% (Pnt)";"2002158135"
"Queiroga, Guilherme";"Brasil";"GR";"Sinop (MT)";"16";"30";"0";"41.8% (GR)";"71.9% (GR)";"2002160190"
"Queiroz";"Brasil";"MD";"Dimensão Saúde";"34";"50";"0";"61.0% (M)";"61.0% (M)";"19320733"
"Queiroz Xavier, Carlos";"Brasil";"MA C";"Desportiva";"16";"30";"0";"43.2% (M)";"63.7% (M)";"2002159423"
"Queiroz, Antônio";"Brasil / Itália";"Def C";"Cametá";"34";"350";"0";"59.4% (DC)";"59.4% (DC)";"43273527"
"Queiroz, Rafael";"Brasil";"GR";"Sete de Dourados";"16";"30";"0";"39.6% (GR)";"62.7% (GR)";"2002161125"
"Querino";"Brasil";"Def C, MD";"Coimbra";"31";"410";"0";"60.4% (DC)";"61.7% (DC)";"2000012671"
"Quevedo, Kevin";"Perú";"MA DE";"Alianza";"27";"1.830";"10.290";"68.9% (Pnt)";"70.0% (Pnt)";"77047280"
"Queven";"Brasil";"MD";"Chonburi";"26";"3.310";"9.670";"61.8% (M)";"66.2% (M)";"36139079"
"Quim";"Brasil";"Def E, M EC";"São José (SP)";"16";"30";"0";"52.2% (DL)";"73.8% (DL)";"2002158286"
"Quintal, Delmo";"Brasil";"GR";"EC Resende";"16";"30";"0";"46.9% (GR)";"69.4% (GR)";"2002160843"
"Quintal, Márcio";"Brasil";"MD, M DC";"Hercílio Luz";"16";"30";"0";"50.5% (M)";"67.4% (M)";"2002158214"
"Quintana, José Luis";"Perú";"Def C";"XV de Piracicaba";"16";"30";"0";"53.2% (DC)";"69.9% (DC)";"2002159385"
"Quintana, Pedro";"Paraguai";"MA DC, Av C";"Independiente (PAR)";"16";"60";"648.780";"57.4% (PLR)";"81.0% (PLR)";"2002157022"
"Quintana, Yeferson";"Uruguai";"Def C";"Uberlândia";"28";"560";"450";"69.1% (DC)";"72.2% (DC)";"78079995"
"Quintão, William";"Brasil";"M E";"São Raimundo (RR)";"16";"30";"0";"45.9% (Pnt)";"53.8% (Pnt)";"2002158775"
"Quintero, Jorge";"Equador";"Def/Ala D";"Costa Rica (MS)";"22";"80";"0";"55.9% (DL)";"64.3% (DL)";"2002064998"
"Quintero, José";"Equador";"Def/Ala/MA D";"Liga de Quito";"34";"2.410";"5.340";"71.5% (DL)";"71.5% (DL)";"86043921"
"Quintero, Juan Fernando";"Colômbia";"MA DEC";"River Plate";"31";"16.220";"300.000.000";"81.4% (MA)";"83.3% (MA)";"76015366"
"Quintero, Yani";"Colômbia";"MD";"RB Bragantino";"22";"430";"0";"63.0% (M)";"73.1% (M)";"76062849"
"Rabaldo, Volcimar";"Brasil";"MA EC";"Embuguaçuano";"16";"30";"0";"40.2% (Pnt)";"65.2% (Pnt)";"2002159915"
"Rabbaj, Ibrahim";"Marrocos";"MA DEC";"Chelsea";"17";"180";"27.034.740";"65.8% (Pnt)";"90.3% (Pnt)";"2002098438"
"Rabello, Bryan";"Chile / Polônia  / Espanha";"MA DEC";"Ñublense";"30";"830";"0";"68.9% (Pnt)";"72.5% (Pnt)";"75008033"
"Rabiot, Adrien";"França";"Ala E, MD, M EC";"Milan";"29";"92.290";"171.144.420";"82.2% (Pnt)";"83.8% (Pnt)";"85086031"
"Rad";"Brasil";"MA DEC";"Retrô";"29";"130";"980";"58.5% (Pnt)";"60.1% (Pnt)";"19285983"
"Radamel Falcao";"Colômbia";"PL";"Al-Wehda";"38";"7.390";"147.053.700";"76.0% (PLR)";"76.0% (PLR)";"950975"
"Radamés";"Brasil";"MA C";"Baraúnas";"33";"50";"0";"64.5% (MA)";"64.5% (MA)";"19370888"
"Radar";"Brasil";"Def/Ala/MA E";"Operário VG";"38";"140";"0";"57.7% (Pnt)";"57.7% (Pnt)";"19020492"
"Radino, Clóvis";"Brasil";"MA DE, PL";"EC São Bernardo";"15";"40";"0";"42.1% (PLR)";"53.4% (PLR)";"2002159793"
"Radonich, Harry";"Austrália";"MA DC, Av C";"Perth Glory";"16";"30";"65.810";"53.1% (PLR)";"76.8% (PLR)";"2002157688"
"Rael";"Brasil";"Def/Ala E, M EC";"São Bento (SP)";"25";"170";"170";"58.8% (Pnt)";"65.2% (Pnt)";"19290877"
"Rafa";"Brasil";"MA C";"Freipaulistano";"29";"150";"0";"62.3% (MA)";"64.9% (MA)";"19231113"
"Rafa";"Brasil";"Def C";"Metropolitano (SC)";"31";"50";"0";"59.0% (DC)";"60.3% (DC)";"19264770"
"Rafa";"Portugal";"MA DEC";"Besiktas";"31";"47.900";"300.000.000";"81.9% (Pnt)";"83.5% (Pnt)";"55063493"
"Rafa";"Brasil / Portugal";"Def C, MD";"Nacional de Patos";"16";"30";"0";"46.8% (M)";"68.2% (M)";"2002159497"
"Rafa";"Brasil / Portugal";"MA EC";"Cachoeiro";"16";"30";"0";"46.8% (Pnt)";"67.1% (Pnt)";"2002162071"
"Rafa Barcelos";"Brasil";"Def C, MD";"América (MG)";"20";"50";"1.450";"58.9% (DC)";"67.5% (DC)";"2000248680"
"Rafa Fonseca";"Brasil";"MA C";"Botafogo (SP)";"19";"290";"265.280";"61.5% (MA)";"74.4% (MA)";"2000235523"
"Rafa Fontes";"Brasil / Portugal";"MA DE";"Gama";"32";"50";"0";"64.0% (Pnt)";"64.0% (Pnt)";"19153071"
"Rafa Marcos";"Brasil";"MA C";"Taubaté";"25";"450";"5.720";"62.6% (Pnt)";"66.7% (Pnt)";"19394781"
"Rafa Santos";"Brasil";"GR";"Club de Lyon";"30";"140";"0";"69.0% (GR)";"71.2% (GR)";"55079787"
"Rafa Silva";"Brasil";"MA DEC, Av C";"Mirassol";"32";"4.910";"227.210";"71.9% (PLR)";"71.9% (PLR)";"19153072"
"Rafael";"Brasil";"GR";"União Cacoalense";"40";"490";"0";"64.6% (GR)";"64.6% (GR)";"318498"
"Rafael";"Brasil";"GR";"São Paulo";"35";"7.880";"87.740";"75.7% (GR)";"75.7% (GR)";"2111991"
"Rafael";"Brasil";"Def/Ala D";"São Caetano";"29";"50";"0";"64.1% (DL)";"67.6% (DL)";"16251001"
"Rafael";"Brasil";"GR";"Olaria";"30";"320";"0";"68.3% (GR)";"70.5% (GR)";"19190353"
"Rafael";"Brasil";"GR";"Dom Bosco";"23";"50";"0";"68.0% (GR)";"71.3% (GR)";"19394038"
"Rafael";"Brasil";"MD";"Flamengo (PI)";"24";"440";"360";"59.2% (MD)";"61.6% (MD)";"19399108"
"Rafael";"Brasil";"MA DE, PL";"Passo Fundo";"24";"600";"230";"62.7% (Pnt)";"67.8% (Pnt)";"2000020952"
"Rafael";"Brasil";"MD";"Nova Venecia";"22";"250";"0";"55.8% (DL)";"59.7% (DL)";"2000061856"
"Rafael";"Brasil";"PL";"Rio Branco (PR)";"29";"850";"0";"64.2% (PLR)";"65.9% (PLR)";"2000116655"
"Rafael";"Brasil";"Def D";"PRS";"21";"180";"0";"49.3% (DL)";"62.3% (DL)";"2000202587"
"Rafael";"Brasil";"GR";"Caucaia";"35";"50";"0";"55.8% (GR)";"55.8% (GR)";"2002052196"
"Rafael";"Brasil";"Def C";"Atlético Goianiense";"19";"50";"0";"55.5% (DC)";"64.7% (DC)";"2002063949"
"Rafael";"Brasil / Itália";"Def C";"Francisco Beltrão";"15";"40";"0";"49.3% (DC)";"56.7% (DC)";"2002129642"
"Rafael";"Brasil";"GR";"Costa Rica (MS)";"16";"60";"0";"54.2% (GR)";"68.4% (GR)";"2002129657"
"Rafael";"Brasil / Áustria";"Ala/MA E";"Chapecoense";"16";"30";"0";"52.2% (Pnt)";"54.2% (Pnt)";"2002157068"
"Rafael";"Brasil";"MA EC, Av C";"Ipatinga";"16";"30";"0";"44.8% (Pnt)";"59.7% (Pnt)";"2002157448"
"Rafael";"Brasil";"MA DC";"Remo";"16";"30";"0";"49.1% (Pnt)";"67.9% (Pnt)";"2002157706"
"Rafael";"Brasil";"MA D, PL";"Villa Nova (MG)";"16";"40";"0";"48.3% (PLR)";"71.9% (PLR)";"2002157950"
"Rafael";"Brasil";"Def/Ala D";"Novo Hamburgo";"16";"40";"0";"45.0% (DL)";"61.7% (DL)";"2002158141"
"Rafael";"Brasil / Portugal";"Def EC";"Altos (PI)";"16";"40";"0";"42.2% (DL)";"62.5% (DL)";"2002158384"
"Rafael";"Brasil";"Def C, MD";"CSE";"16";"40";"0";"41.2% (DC)";"52.5% (DC)";"2002158564"
"Rafael";"Brasil";"Def/Ala D";"Manauara";"16";"30";"0";"44.2% (DL)";"64.5% (DL)";"2002158872"
"Rafael";"Brasil";"Def EC, MD";"Icasa";"16";"30";"0";"50.1% (DL)";"67.1% (DL)";"2002159159"
"Rafael";"Brasil";"Def C, MD";"Rio Branco (SP)";"16";"30";"0";"49.1% (DC)";"69.2% (DC)";"2002159299"
"Rafael";"Brasil";"Def/Ala E";"Toledo (PR)";"16";"30";"0";"41.8% (DL)";"64.4% (DL)";"2002159360"
"Rafael";"Brasil";"Def/Ala/MA E";"URT";"16";"30";"0";"47.4% (DL)";"66.6% (DL)";"2002159429"
"Rafael";"Brasil";"Def C, M C";"Uberlândia";"16";"40";"0";"44.7% (DC)";"66.2% (DC)";"2002159627"
"Rafael";"Brasil";"Def C";"Parnahyba";"16";"30";"0";"42.3% (DC)";"61.2% (DC)";"2002159652"
"Rafael";"Brasil";"GR";"Sete de Setembro";"16";"30";"0";"42.7% (GR)";"62.4% (GR)";"2002159714"
"Rafael";"Brasil";"Def C, MD";"Itumbiara";"16";"30";"0";"41.8% (DC)";"58.6% (DC)";"2002159725"
"Rafael";"Brasil";"MD, M EC";"Coruripe";"16";"30";"0";"41.7% (M)";"66.6% (Pnt)";"2002159796"
"Rafael";"Brasil";"Def/Ala/M D";"Coruripe";"16";"30";"0";"51.7% (DL)";"73.6% (DL)";"2002159798"
"Rafael";"Brasil";"Def/MA D";"Independência";"16";"30";"0";"41.6% (DL)";"57.5% (DL)";"2002159937"
"Rafael";"Brasil";"GR";"Caldense";"16";"30";"0";"51.9% (GR)";"76.5% (GR)";"2002160013"
"Rafael";"Brasil";"Def EC, MD";"Gavião Kyikatejê";"16";"30";"0";"42.9% (DC)";"44.8% (DC)";"2002160454"
"Rafael";"Brasil";"MA D, PL";"União Frederiquense";"16";"40";"0";"46.0% (PLR)";"69.9% (PLR)";"2002160561"
"Rafael";"Brasil";"PL";"Maruinense";"16";"40";"0";"44.0% (PLR)";"63.4% (PLR)";"2002160617"
"Rafael";"Brasil / Portugal";"Def C, MD";"Atlético Gloriense";"16";"40";"0";"40.2% (MD)";"41.7% (MD)";"2002160631"
"Rafael";"Brasil";"MA DC, Av C";"Canindé";"16";"30";"0";"50.0% (PLR)";"75.4% (PLR)";"2002160903"
"Rafael";"Brasil";"Def/MA E";"Progresso (RR)";"16";"30";"0";"41.8% (Pnt)";"67.3% (Pnt)";"2002160932"
"Rafael";"Brasil";"Def DEC";"Amazônia IFC";"16";"30";"0";"49.3% (DC)";"70.2% (DC)";"2002161061"
"Rafael";"Brasil / Itália";"GR";"Juventus (RJ)";"15";"40";"0";"40.9% (GR)";"60.6% (GR)";"2002161080"
"Rafael";"Brasil / Portugal";"Def DC";"Heliópolis (RJ)";"16";"30";"0";"49.7% (DC)";"67.0% (DC)";"2002161115"
"Rafael";"Brasil";"Def C, MD";"Mesquita";"16";"30";"0";"43.8% (DC)";"65.5% (DC)";"2002161183"
"Rafael";"Brasil";"GR";"CEFAT";"16";"30";"0";"39.9% (GR)";"68.9% (GR)";"2002161537"
"Rafael";"Brasil";"MA EC, Av C";"Penedense";"16";"30";"0";"44.9% (PLR)";"72.1% (PLR)";"2002161594"
"Rafael";"Brasil";"MA EC";"Cerrado (GO)";"16";"30";"0";"49.2% (M)";"77.4% (M)";"2002161798"
"Rafael";"Brasil";"MA/Av C";"Guarany Alagoano";"16";"0";"0";"45.7% (MA)";"72.6% (MA)";"2002161801"
"Rafael";"Brasil";"Def EC";"Cristal (AP)";"16";"30";"0";"43.2% (DC)";"67.9% (DL)";"2002161926"
"Rafael";"Brasil";"MA D";"Libermorro";"16";"30";"0";"35.1% (Pnt)";"46.0% (Pnt)";"2002162134"
"Rafael Almada";"Brasil";"PL";"Araxá";"21";"230";"0";"60.0% (PLR)";"67.2% (PLR)";"19398720"
"Rafael Almeida";"Brasil";"Def DEC";"Juventus (NCA)";"34";"970";"940";"61.4% (DL)";"61.4% (DL)";"80031860"
"Rafael Altenfelder";"Brasil / Portugal";"MA DEC";"Cascais";"29";"0";"0";"60.0% (Pnt)";"64.7% (Pnt)";"83180061"
"Rafael Alves";"Brasil";"PL";"Florida Tropics 2";"39";"0";"0";"66.6% (PLA)";"66.6% (PLA)";"19027147"
"Rafael Alves";"Brasil";"Def C";"Guarani (MG)";"26";"50";"0";"53.0% (DC)";"55.2% (DC)";"2002052134"
"Rafael Araújo";"Brasil";"Def/Ala E";"Bacabal";"20";"190";"0";"58.8% (DL)";"63.0% (DL)";"2000140725"
"Rafael Assis";"Brasil / Portugal";"MD";"Trofense";"34";"210";"2.140";"64.3% (MD)";"64.3% (MD)";"19081674"
"Rafael Assis";"Brasil";"MA DEC";"Piauí";"31";"260";"0";"64.7% (Pnt)";"66.3% (Pnt)";"19214768"
"Rafael Augusto";"Brasil";"Def C, MD";"RB do Norte";"16";"30";"0";"44.1% (DC)";"66.7% (DC)";"2002161956"
"Rafael Baía";"Brasil";"GR";"Jacuipense";"22";"270";"11.680";"69.2% (GR)";"74.7% (GR)";"19398791"
"Rafael Bastos";"Brasil";"MA EC, Av C";"Bragantino (PA)";"31";"670";"0";"63.8% (PLR)";"65.8% (PLR)";"19290599"
"Rafael Bastos";"Brasil";"MA DEC";"Vitória da Conquista";"39";"120";"0";"59.2% (Pnt)";"59.2% (Pnt)";"2002052338"
"Rafael Batatinha";"Brasil / Portugal";"MA DE, PL";"Iranduba";"34";"170";"0";"60.9% (Pnt)";"60.9% (Pnt)";"55047155"
"Rafael Bilu";"Brasil";"MA DE";"Juventude";"25";"1.000";"3.350";"68.7% (Pnt)";"72.1% (Pnt)";"19270247"
"Rafael Busqueti";"Brasil / Itália";"MA C";"Moncarapachense";"28";"190";"0";"61.4% (MA)";"68.4% (MA)";"2000044215"
"Rafael Buss";"Brasil";"Def C";"APAFUT";"19";"0";"0";"52.3% (DC)";"65.0% (DC)";"2000091749"
"Rafael Cabral";"Brasil / Portugal";"GR";"Real Salt Lake";"34";"8.240";"300.000.000";"75.2% (GR)";"75.2% (GR)";"19016415"
"Rafael Cardoso";"Brasil";"Def C";"Villa Nova (MG)";"30";"100";"0";"60.6% (DC)";"62.8% (DC)";"19352442"
"Rafael Carioca";"Brasil";"MD";"Palmeiras";"35";"11.300";"665.410";"73.0% (M)";"73.0% (M)";"19039323"
"Rafael Carioca";"Brasil";"Def/Ala/MA E";"Maricá";"32";"880";"7.810";"64.1% (DL)";"64.9% (DL)";"19202416"
"Rafael Carioca";"Brasil";"MA D";"Angra Audax";"26";"260";"640";"59.9% (Pnt)";"61.8% (Pnt)";"2000149220"
"Rafael Carvalheira";"Brasil";"MA C";"Concórdia";"25";"50";"0";"58.6% (MA)";"61.2% (MA)";"19380915"
"Rafael Castro";"Brasil";"PL";"Vitória (ES)";"33";"50";"0";"62.3% (PLR)";"62.3% (PLR)";"19171412"
"Rafael Castro";"Brasil";"Def C";"Brasiliense";"29";"50";"140";"60.7% (DC)";"64.6% (DC)";"19259886"
"Rafael Chagas";"Brasil";"Def C";"Santana (AP)";"21";"250";"0";"57.9% (DC)";"61.4% (DC)";"2000129561"
"Rafael Compri";"Brasil";"Def/Ala/MA D";"Hamrun S.";"29";"700";"15.380";"63.6% (DL)";"63.6% (DL)";"19343995"
"Rafael Copetti";"Brasil / Itália";"GR";"Inter SM";"33";"220";"660";"65.9% (GR)";"65.9% (GR)";"19089298"
"Rafael Costa";"Brasil";"MD, MA EC";"Juventus (SP)";"33";"970";"134.800.750";"66.3% (Pnt)";"66.3% (Pnt)";"19064867"
"Rafael Costa";"Brasil";"Def C";"Anápolis";"24";"420";"0";"64.8% (DC)";"70.5% (DC)";"19351715"
"Rafael Diniz";"Brasil";"MA C";"América de Propriá";"26";"390";"0";"58.5% (MA)";"62.7% (MA)";"23453472"
"Rafael Donato";"Brasil";"Def C";"Grêmio Novorizontino";"35";"1.000";"110";"70.8% (DC)";"70.8% (DC)";"19052611"
"Rafael Dumas";"Brasil";"Def EC";"São José (RS)";"29";"880";"2.250";"65.2% (DC)";"67.7% (DC)";"19186024"
"Rafael Elias";"Brasil";"MA/Av C";"Sanga";"25";"5.270";"545.880";"72.7% (PLR)";"77.4% (PLR)";"19335633"
"Rafael Esculapio";"Brasil";"Def C";"CRAC";"24";"350";"190";"63.6% (DC)";"71.0% (DC)";"19382568"
"Rafael Forster";"Brasil";"Def EC";"São Bernardo";"34";"1.110";"3.800";"69.2% (DL)";"69.2% (DL)";"2107496"
"Rafael França";"Brasil";"Def/Ala D, MD";"Pérolas Negras";"26";"310";"0";"60.9% (DL)";"65.5% (DL)";"19341552"
"Rafael Franco ";"Brasil";"Def/Ala E";"Atlético Cearense";"31";"50";"0";"56.8% (DL)";"58.3% (DL)";"2002052612"
"Rafael Freitas";"Brasil";"MA C";"KF Tirana";"24";"100";"26.050";"65.9% (Pnt)";"70.4% (Pnt)";"19403804"
"Rafael Freitas";"Brasil";"MA D";"Guarany de Bagé";"25";"80";"0";"63.3% (Pnt)";"67.6% (Pnt)";"2000055034"
"Rafael Freitas";"Brasil";"MA D, PL";"Santos";"19";"220";"27.420";"63.5% (Pnt)";"74.4% (Pnt)";"2000203019"
"Rafael Furlan";"Brasil";"Def/MA E";"Azuriz";"30";"370";"1.170";"63.6% (Pnt)";"68.7% (Pnt)";"19186200"
"Rafael Furtado";"Brasil";"PL";"Krumovgrad";"24";"150";"20.530";"67.9% (PLA)";"73.6% (PLA)";"19394201"
"Rafael Garutti";"Brasil / Itália";"Def C";"U Cluj";"26";"2.070";"16.000";"66.3% (DC)";"70.7% (DC)";"83312270"
"Rafael Gava";"Brasil";"Def E, MA C";"Goiás";"31";"4.370";"148.040";"73.2% (Pnt)";"74.3% (Pnt)";"19136133"
"Rafael Goes";"Brasil";"Def C, MD";"Independente (SP)";"23";"440";"0";"59.4% (DC)";"59.4% (DC)";"2000053827"
"Rafael Goiano";"Brasil";"Def C";"Esportivo";"34";"830";"1.110";"66.0% (DC)";"66.0% (DC)";"83107355"
"Rafael Gonzaga";"Brasil";"Def E";"Santos";"18";"50";"0";"47.5% (DL)";"67.4% (DL)";"2002099945"
"Rafael Grampola";"Brasil";"PL";"Imperatriz";"36";"240";"0";"61.8% (PLA)";"61.8% (PLA)";"19094970"
"Rafael Granja";"Brasil";"MA C";"-";"40";"0";"0";"56.2% (M)";"56.2% (M)";"19021523"
"Rafael Guerra";"Brasil / Portugal";"Def C";"Santa Croce";"25";"210";"2.100";"60.8% (DC)";"63.9% (DC)";"43460441"
"Rafael Henrique";"Brasil";"MA C";"União São João";"25";"50";"0";"60.0% (M)";"64.3% (M)";"2000052701"
"Rafael Henrique";"Brasil";"Def C";"Fluminense";"16";"40";"0";"50.3% (DC)";"64.8% (DC)";"2002156637"
"Rafael Henriques";"Brasil";"Def C";"Americano";"34";"50";"0";"62.5% (DC)";"62.5% (DC)";"47081785"
"Rafael Herlisson";"Brasil / Portugal";"M C";"Alvaiázere";"27";"0";"0";"59.6% (M)";"63.9% (M)";"2000041023"
"Rafael Ibiapino";"Brasil";"MA DE, PL";"Manauara";"32";"580";"990";"63.1% (Pnt)";"63.1% (Pnt)";"19315406"
"Rafael Jansen";"Brasil";"Def DC";"-";"35";"0";"0";"65.2% (DC)";"65.2% (DC)";"19293287"
"Rafael Kantê";"Brasil";"Def/Ala D, MD";"Maracanã";"25";"390";"0";"62.7% (DL)";"65.9% (DL)";"19298475"
"Rafael Klein";"Brasil";"Def DC";"Brasil de Farroupilha";"26";"300";"160";"61.9% (DC)";"65.1% (DC)";"19382575"
"Rafael Lima";"Brasil";"Def C";"Angra Audax";"34";"430";"0";"61.6% (DC)";"61.6% (DC)";"19374847"
"Rafael Longuine";"Brasil";"MA EC";"Boavista (RJ)";"34";"1.670";"12.830";"70.5% (Pnt)";"70.5% (Pnt)";"19172118"
"Rafael Luiz";"Brasil";"Def/Ala/MA D";"São José (RS)";"22";"820";"195.590";"65.5% (Pnt)";"75.2% (Pnt)";"19411237"
"Rafael Magalhães";"Brasil";"MA DEC, Av C";"Nova Mutum";"29";"550";"1.730";"62.8% (Pnt)";"67.4% (Pnt)";"19225945"
"Rafael Mariano";"Brasil";"GR";"Boavista (RJ)";"34";"740";"380";"65.9% (GR)";"65.9% (GR)";"19086257"
"Rafael Martins";"Brasil / Portugal";"MA/Av C";"Vitória de Guimarães";"35";"4.360";"15.140";"71.2% (PLA)";"71.2% (PLA)";"19003706"
"Rafael Martins";"Brasil";"GR";"Marcílio Dias";"33";"2.480";"9.690";"70.0% (GR)";"70.0% (GR)";"19096971"
"Rafael Milhorim";"Brasil";"Def C";"Juventus (SP)";"25";"200";"0";"62.2% (DC)";"66.6% (DC)";"19302795"
"Rafael Mineiro";"Brasil";"MA DEC";"Moto Club";"33";"90";"0";"64.4% (Pnt)";"64.4% (Pnt)";"19263646"
"Rafael Monteiro";"Brasil";"Def/Ala E";"Amazonas";"20";"50";"1.710";"57.4% (DL)";"71.7% (DL)";"2000095495"
"Rafael Murliki";"Brasil";"Def D";"Força e Luz";"26";"790";"0";"62.0% (DL)";"66.7% (DL)";"83191022"
"Rafael Navarro";"Brasil";"MA E, PL";"Colorado";"24";"4.180";"2.458.380";"72.8% (PLR)";"76.3% (PLR)";"19381900"
"Rafael Neto";"Brasil";"Def C";"Catuense";"22";"90";"0";"55.5% (DC)";"57.6% (DC)";"2000094579"
"Rafael Oliveira";"Brasil";"MA DE";"GCD Aguiar";"30";"0";"0";"61.8% (Pnt)";"65.2% (Pnt)";"2000136177"
"Rafael Oller";"Brasil";"MA EC";"Marcílio Dias";"29";"1.000";"14.140";"68.7% (Pnt)";"70.3% (Pnt)";"19229918"
"Rafael Pascoal";"Brasil";"GR";"Portuguesa";"34";"410";"380";"66.1% (GR)";"66.1% (GR)";"19100039"
"Rafael Pavani";"Brasil";"Def C";"Iporá";"27";"290";"0";"61.8% (DC)";"65.2% (DC)";"19339280"
"Rafael Pereira";"Brasil";"Def EC";"-";"24";"0";"0";"60.7% (DC)";"67.6% (DC)";"2000129744"
"Rafael Pernão";"Brasil";"MA C";"Resende";"31";"120";"580";"62.1% (MA)";"63.7% (MA)";"19105867"
"Rafael Pin";"Brasil";"GR";"North (MG)";"32";"460";"7.500";"68.8% (GR)";"69.6% (GR)";"19119171"
"Rafael Porfírio";"Brasil";"PL";"Athletico Paranaense";"18";"130";"80";"59.3% (PLR)";"70.6% (PLR)";"2000220154"
"Rafael Puridade";"Brasil";"GR";"Sorriso";"25";"400";"3.350";"68.3% (GR)";"74.0% (GR)";"19376692"
"Rafael Ratão";"Brasil";"MA E, PL";"Cerezo";"29";"5.870";"148.900";"74.5% (Pnt)";"76.5% (Pnt)";"19222848"
"Rafael Rennardy";"Brasil";"MA DC, Av C";"Bahia de Feira";"26";"330";"1.360";"71.0% (PLR)";"76.3% (PLR)";"19343132"
"Rafael Ribeiro";"Brasil";"Def C";"Velo Clube";"28";"780";"11.720";"65.6% (DC)";"68.7% (DC)";"19298366"
"Rafael Roballo";"Brasil";"GR";"União Frederiquense";"34";"220";"100";"65.6% (GR)";"65.6% (GR)";"19032953"
